S_s,S_p,S_or,S_oi,S_b,P_s,P_p,P_or,P_oi,P_b
1.22564053811339,0.0619082725099059,-0.860668674545089,-0.152982124337269,0.499645208765775,0.501083765437314,1.66374739361089,-3.25012748153973,-0.787852177549087,1.44330059279642
1.06208564666049,0.147544466595699,-1.12221241806458,-0.405218286004804,0.306681373293893,0.207984474283862,0.476924438760345,-0.80576889350775,-0.484113388282347,0.197473821210164
0.72979891242886,0.486218845653457,-0.642280984076406,-0.146271735566658,0.782577597624085,0.761363679853171,1.01966645020591,-1.0807133019238,-0.53393266195293,1.0040121492004
0.888309296651694,-0.231609394510567,-1.00738171426892,-0.0222111490251884,0.724280441101175,-0.0882191561703493,0.66249075012019,-0.340876020653748,0.0350140824963532,0.477883955358072
1.19105555349011,-0.133119361442172,-0.754538522981191,0.100626977194528,0.703506129610313,0.62640509808965,1.45654620018206,-1.07785195381354,-0.632176845852361,0.505237627328513
0.386196683816825,0.433560783926763,-0.679775594320779,-0.715340585852898,-0.0345368025678322,0.316605164521199,0.309665526968817,-0.948175326884013,-0.259419066160123,0.446887650382084
1.60567948210213,0.258412722396148,-1.17326795556216,-0.237735323296651,0.791652851280156,0.25097917896164,1.47053078824877,-1.02672082246346,-0.11227347954808,0.769592655168988
0.286776676231646,0.145231369106492,-0.137081050079819,-0.233600965703867,0.495092329690274,-0.000444077709596016,0.666847656379126,-0.656473209019571,0.462844952073736,0.623886771148985
1.41268596605201,0.00882334534442824,-0.720488821220735,-0.467733196992994,0.39735110912173,0.399805346153025,1.19144456959712,-0.728597395363869,0.258075400477697,1.28008149778979
0.841485701984946,0.824149823707536,-1.19645931643275,-0.550463138362768,0.349571894198787,0.164352147945627,0.624048398091014,-0.662199149317799,-0.444194954285698,0.756192380242183
2.11136605757887,0.280893222281578,-2.64598517120577,-0.691621282712618,1.09071381279617,0.450099860765451,3.37785580109547,-3.68215211650517,-0.0280778922146291,1.4902284862635
0.469080821026313,-0.0907156500645882,-0.57216215791613,-0.21747704784726,0.76484681620346,0.0144893914129994,0.290729530099638,-1.06551300363653,-0.464251449094249,1.42337054953809
0.842854553605461,-0.00248318165072709,-1.09670686411884,-0.247481711203872,0.818005305904655,0.385751319639173,0.889327456531803,-1.46126791670416,-0.380298958138383,0.77824602776359
1.20445347796456,-0.0562878383398938,-1.31967350614735,-0.349826810362221,0.967623059564599,0.117380924958772,1.14243040802474,-1.6084017886958,0.186278973942435,0.828255177482648
1.87245646196558,0.203129631119512,-0.734714040975698,0.0294509147658483,1.36310096934355,0.402763901121316,1.42871302162881,-1.3013976977281,-0.550637706644327,2.10963860378791
0.77634453169293,0.464358124713656,-1.05459473008376,0.0139831510509812,1.06697469899088,0.198370325876517,1.26633277073861,-0.387613796610444,-0.211913132001251,1.23254618480666
1.37896556471383,0.299205341330048,-1.31833805094437,0.0730820361046926,0.775388652370201,-0.0617943619827367,1.56550094569867,-1.33385110821515,-0.136648607481982,1.01164106685813
1.43923284813406,-0.265504418103438,-2.25107868019591,-0.488200877924184,1.02311488066223,-0.157422606820708,1.57187597538408,-1.71656377738175,-0.114384465462031,1.1616473103024
1.75150945322816,-0.114003024701237,-1.63596004189451,0.250846311030047,1.41530582653458,0.211212082309335,1.38253088375924,-1.76766674842393,-0.221768983838008,0.79171863359932
0.892208353861297,0.335359323648791,-0.518651861550801,-0.0304774780894027,0.0896103259501298,-0.105852456666194,0.648229978140165,-0.680222850870243,-0.28725460389012,-0.0862852131356271
4.51151539804592,0.490389763881872,-3.28610468644923,-0.139745312325484,2.82294838229209,0.0493649379679367,2.13213193915836,-2.69636919226719,0.114307660441768,1.8587121494923
3.41453442245609,0.174290224159773,-1.68390890403663,-0.502273708752575,0.483313207789162,0.572608291056858,1.22959276386449,-0.268252655381995,-0.500233186941682,0.773382742048607
0.146931209323287,0.862168090988523,-0.596912024345854,-1.26115119132137,2.56764396956103,0.939451298626827,-0.0160195696498999,-0.148762488610138,-0.604730868537428,2.68412298876317
0.247792111025585,-0.0316075759938357,-0.235696942702003,-0.0475010751993675,0.626571667220463,-0.148826395051984,-0.0271149856023883,-0.975406719285489,0.0950379877982492,1.31124695436035
1.23887448311052,-0.0781771799277571,-0.722285084031254,-0.163106721833585,0.690051643368644,-0.0709558909830717,1.25380253998167,-0.748010364068184,-0.160168985580552,0.846066208535868
0.767944295811488,-0.374361821785389,-0.968743834572749,0.0415462988165119,-0.420413897173938,-0.126701979285999,0.57348751012402,-0.796493091525389,0.312455836384269,0.199446768901927
1.25268334366181,0.162223020661182,-0.734386121727825,-0.558285738876415,0.222827914269384,0.0471854798224612,1.0792082411549,-1.30643020787832,-0.485991306949516,1.26577032536094
2.74356283778373,0.645112806967983,-2.18660899108531,-0.0156136388293148,1.25976306279637,-0.295793692430391,2.26893229965242,-1.91638407834174,0.239054307210408,1.38077188964829
0.636404389678733,0.206266126906899,-1.0627740304252,-0.129801437851226,0.636175956932381,0.392229766914387,0.366585384915709,-0.992110464449321,-0.302117880533888,0.398076071421587
1.148118900379,-0.173758706219503,-0.204799842252043,-0.0570508143922266,1.05683537876622,0.30284135302889,1.55277522882365,-1.76427741448306,-0.28780427512449,0.763318312193765
1.82869599659379,-0.315918977755046,-2.27618601042436,-1.02391285675177,1.78926039013282,-0.194813226246211,2.1402135310897,-1.98609751434913,-0.248845091769646,1.21667611725455
1.49804647839274,0.301485338567111,-2.19126290812289,-0.107842346114114,0.973832923367465,-0.0338200642228687,0.828046158518112,-1.9924952062286,-0.14196132790589,0.862312773765096
