m4,m3,m2,m1,N,p1,p2,p3,p4,m0.5,p0.5,group,self
0,0.166666666666667,0.142857142857143,0.333333333333333,0.391304347826087,0.363636363636364,0.444444444444444,0.666666666666667,0.5,0.444444444444444,0.277777777777778,1,1
0,0.166666666666667,0.142857142857143,0.333333333333333,0.565217391304348,0.545454545454545,1,1,1,0.5,0.555555555555556,1,1
0,0,0.285714285714286,0.333333333333333,0.434782608695652,0.636363636363636,0.888888888888889,0.666666666666667,1,0.388888888888889,0.555555555555556,1,1
0,0,0,0.111111111111111,0.608695652173913,0.909090909090909,1,1,1,0.416666666666667,0.666666666666667,1,1
0,0,0,0,0.695652173913043,1,1,1,1,0.527777777777778,0.611111111111111,1,1
0,0.333333333333333,0.714285714285714,0.444444444444444,0.695652173913043,0.636363636363636,0.777777777777778,0.333333333333333,1,0.277777777777778,0.972222222222222,1,1
0,0,0.142857142857143,0.222222222222222,0.478260869565217,0.454545454545455,0.666666666666667,0.666666666666667,1,0.277777777777778,0.527777777777778,1,1
1,0,0.285714285714286,0.333333333333333,0.739130434782609,0.727272727272727,0.777777777777778,1,1,0.416666666666667,0.777777777777778,1,1
1,0.333333333333333,0.285714285714286,0.444444444444444,0.695652173913043,0.818181818181818,0.666666666666667,0.666666666666667,1,0.5,0.722222222222222,1,1
0,0,0.285714285714286,0.111111111111111,0.565217391304348,0.636363636363636,0.888888888888889,1,1,0.416666666666667,0.583333333333333,1,1
0,0.333333333333333,0.285714285714286,0.111111111111111,0.652173913043478,1,0.777777777777778,1,1,0.583333333333333,0.638888888888889,1,1
1,0.166666666666667,0.428571428571429,0.555555555555556,0.608695652173913,0.636363636363636,0.555555555555556,0.333333333333333,1,0.194444444444444,0.916666666666667,1,1
1,0,0.142857142857143,0.222222222222222,0.565217391304348,0.818181818181818,0.555555555555556,1,1,0.277777777777778,0.722222222222222,1,1
0,0.166666666666667,0.142857142857143,0.666666666666667,0.608695652173913,0.727272727272727,0.777777777777778,1,1,0.444444444444444,0.722222222222222,1,1
0,0,0,0,0.565217391304348,1,0.888888888888889,1,1,0.333333333333333,0.694444444444444,1,1
0,0.166666666666667,0.571428571428571,0.666666666666667,0.739130434782609,0.818181818181818,0.777777777777778,1,1,0.666666666666667,0.722222222222222,1,1
1,0.166666666666667,0.285714285714286,0.333333333333333,0.478260869565217,0.636363636363636,0.888888888888889,1,1,0.444444444444444,0.611111111111111,1,1
1,0.166666666666667,0.428571428571429,0.333333333333333,0.739130434782609,0.363636363636364,0.444444444444444,0.666666666666667,1,0.361111111111111,0.694444444444444,1,1
0,0.333333333333333,0,0.444444444444444,0.695652173913043,0.636363636363636,0.555555555555556,0.666666666666667,1,0.444444444444444,0.611111111111111,1,1
0,0.166666666666667,0,0.111111111111111,0.608695652173913,0.909090909090909,1,1,1,0.416666666666667,0.694444444444444,1,1
1,0.5,0.428571428571429,0.666666666666667,0.652173913043478,0.454545454545455,0.555555555555556,0.333333333333333,0.5,0.638888888888889,0.5,1,1
0,0.166666666666667,0.142857142857143,0.444444444444444,0.521739130434783,0.818181818181818,1,1,1,0.527777777777778,0.611111111111111,1,1
0,0.5,0.714285714285714,0.333333333333333,0.565217391304348,0.454545454545455,0.666666666666667,0.666666666666667,0,0.222222222222222,0.833333333333333,1,1
0,0.166666666666667,0.285714285714286,0.222222222222222,0.434782608695652,0.727272727272727,0.888888888888889,1,1,0.361111111111111,0.638888888888889,1,1
0,0.166666666666667,0.142857142857143,0,0.304347826086957,0.727272727272727,0.888888888888889,1,1,0.416666666666667,0.416666666666667,1,1
0,0,0,0.111111111111111,0.304347826086957,0.818181818181818,0.888888888888889,0.333333333333333,0.5,0.388888888888889,0.361111111111111,1,1
0,0,0.142857142857143,0.111111111111111,0.565217391304348,0.909090909090909,0.888888888888889,1,1,0.416666666666667,0.666666666666667,1,1
1,0.333333333333333,0.428571428571429,0.666666666666667,0.652173913043478,0.727272727272727,0.222222222222222,1,1,0.583333333333333,0.611111111111111,1,1
0,0,0,0.444444444444444,0.652173913043478,0.818181818181818,0.777777777777778,1,1,0.388888888888889,0.722222222222222,1,1
0,0.333333333333333,0,0.222222222222222,0.521739130434783,0.727272727272727,0.888888888888889,1,1,0.361111111111111,0.666666666666667,1,1
0,0.166666666666667,0.285714285714286,0.222222222222222,0.695652173913043,0.909090909090909,0.888888888888889,0.666666666666667,1,0.638888888888889,0.583333333333333,1,1
0,0,0.142857142857143,0.222222222222222,0.608695652173913,0.545454545454545,0.888888888888889,1,1,0.5,0.5,1,1
0,0.166666666666667,0,0.222222222222222,0.521739130434783,0.727272727272727,1,1,1,0.388888888888889,0.638888888888889,1,1
0,0,0.142857142857143,0.333333333333333,0.565217391304348,0.636363636363636,1,1,1,0.416666666666667,0.638888888888889,1,1
0,0.166666666666667,0,0.333333333333333,0.478260869565217,0.545454545454545,0.777777777777778,1,1,0.305555555555556,0.611111111111111,1,1
0,0,0,0.111111111111111,0.478260869565217,0.818181818181818,1,1,1,0.305555555555556,0.666666666666667,1,1
0,0,0.285714285714286,0.222222222222222,0.521739130434783,0.818181818181818,0.888888888888889,0.666666666666667,1,0.416666666666667,0.611111111111111,1,1
1,0,0.428571428571429,0.222222222222222,0.478260869565217,0.818181818181818,0.666666666666667,0.666666666666667,1,0.25,0.75,1,1
1,0.166666666666667,0.571428571428571,0.444444444444444,0.565217391304348,0.545454545454545,0.666666666666667,0.666666666666667,1,0.222222222222222,0.888888888888889,1,1
0,0.166666666666667,0.142857142857143,0.333333333333333,0.521739130434783,0.181818181818182,0.666666666666667,0.333333333333333,1,0.277777777777778,0.5,1,1
0,0.166666666666667,0,0.222222222222222,0.869565217391304,1,1,1,1,0.666666666666667,0.666666666666667,1,1
0,0.166666666666667,0.285714285714286,0.333333333333333,0.521739130434783,0.727272727272727,0.888888888888889,1,1,0.361111111111111,0.722222222222222,1,1
0,0.166666666666667,0,0.555555555555556,0.565217391304348,0.727272727272727,0.888888888888889,1,1,0.388888888888889,0.722222222222222,1,1
1,0.166666666666667,0.285714285714286,0.222222222222222,0.652173913043478,0.727272727272727,0.777777777777778,1,1,0.527777777777778,0.611111111111111,1,1
1,0.333333333333333,0.285714285714286,0.666666666666667,0.739130434782609,0.272727272727273,0.555555555555556,0.333333333333333,1,0.472222222222222,0.638888888888889,1,1
1,0.166666666666667,0.571428571428571,0.444444444444444,0.565217391304348,0.636363636363636,0.555555555555556,0,1,0.166666666666667,0.888888888888889,1,1
0,0,0.142857142857143,0.222222222222222,0.521739130434783,0.727272727272727,0.888888888888889,1,1,0.388888888888889,0.611111111111111,1,1
0,0.333333333333333,0.142857142857143,0.111111111111111,0.478260869565217,0.727272727272727,0.888888888888889,1,1,0.472222222222222,0.527777777777778,1,1
0,0,0,0.333333333333333,0.478260869565217,0.636363636363636,0.777777777777778,1,1,0.388888888888889,0.527777777777778,1,1
1,0.166666666666667,0,0.111111111111111,0.739130434782609,0.636363636363636,0.666666666666667,1,1,0.555555555555556,0.527777777777778,1,1
0,0,0,0.111111111111111,0.478260869565217,0.818181818181818,0.888888888888889,1,1,0.305555555555556,0.638888888888889,1,1
1,0.333333333333333,0.571428571428571,0.333333333333333,0.565217391304348,0.454545454545455,0.444444444444444,0,1,0.0277777777777778,0.944444444444444,1,1
0,0.666666666666667,0.428571428571429,0.333333333333333,0.608695652173913,0.636363636363636,0.666666666666667,0.333333333333333,1,0.527777777777778,0.611111111111111,1,1
1,0.333333333333333,0.428571428571429,0.444444444444444,0.608695652173913,0.545454545454545,0.777777777777778,0,1,0.222222222222222,0.888888888888889,1,1
0,0.333333333333333,0.285714285714286,0.555555555555556,0.565217391304348,0.363636363636364,0.666666666666667,1,1,0.444444444444444,0.583333333333333,1,1
0,0.5,0.571428571428571,0.555555555555556,0.739130434782609,0.727272727272727,0.888888888888889,1,1,0.916666666666667,0.472222222222222,1,1
0,0.333333333333333,0.285714285714286,0.777777777777778,0.521739130434783,0.636363636363636,0.555555555555556,0.333333333333333,1,0.472222222222222,0.583333333333333,1,1
1,0.333333333333333,0.428571428571429,0.333333333333333,0.608695652173913,0.454545454545455,0.555555555555556,0.333333333333333,1,0.0833333333333333,0.944444444444444,1,1
0,0,0.142857142857143,0.222222222222222,0.434782608695652,0.454545454545455,0.888888888888889,1,1,0.416666666666667,0.444444444444444,1,1
0,0.166666666666667,0,0.111111111111111,0.782608695652174,0.818181818181818,1,1,1,0.666666666666667,0.527777777777778,1,1
0,0.333333333333333,0.285714285714286,0.555555555555556,0.521739130434783,0.727272727272727,0.888888888888889,1,1,0.527777777777778,0.638888888888889,1,1
0,0,0,0.333333333333333,0.521739130434783,0.727272727272727,0.888888888888889,1,1,0.388888888888889,0.611111111111111,1,1
0,0,0.714285714285714,0.333333333333333,0.478260869565217,1,0.888888888888889,0.666666666666667,1,0.5,0.666666666666667,1,1
0,0.166666666666667,0,0.555555555555556,0.739130434782609,0.818181818181818,0.777777777777778,1,1,0.555555555555556,0.694444444444444,1,1
0,0,0,0.333333333333333,0.478260869565217,0.818181818181818,0.888888888888889,1,1,0.388888888888889,0.611111111111111,1,1
0,0,0.285714285714286,0.222222222222222,0.608695652173913,0.818181818181818,0.888888888888889,0.666666666666667,1,0.333333333333333,0.75,1,1
0,0,0.285714285714286,0.333333333333333,0.652173913043478,0.818181818181818,1,0.666666666666667,1,0.444444444444444,0.722222222222222,1,1
0,0.166666666666667,0.142857142857143,0.222222222222222,0.565217391304348,0.636363636363636,1,0.666666666666667,1,0.388888888888889,0.638888888888889,1,1
0,0.333333333333333,0.285714285714286,0.111111111111111,0.478260869565217,0.818181818181818,1,1,1,0.472222222222222,0.611111111111111,1,1
0,0,0,0.111111111111111,0.565217391304348,0.818181818181818,1,1,1,0.388888888888889,0.638888888888889,1,1
0,0.333333333333333,0.428571428571429,0.333333333333333,0.565217391304348,0.454545454545455,0.666666666666667,1,1,0.222222222222222,0.833333333333333,1,1
0,0,0,0.555555555555556,0.478260869565217,0.909090909090909,1,0.666666666666667,1,0.361111111111111,0.722222222222222,1,1
0,0.166666666666667,0.142857142857143,0.444444444444444,0.608695652173913,0.818181818181818,0.555555555555556,0.666666666666667,0.5,0.527777777777778,0.5,1,1
0,0.166666666666667,0.428571428571429,0.333333333333333,0.695652173913043,0.636363636363636,0.777777777777778,0.666666666666667,1,0.416666666666667,0.722222222222222,1,1
0,0,0.142857142857143,0.444444444444444,0.565217391304348,0.727272727272727,0.888888888888889,1,1,0.416666666666667,0.666666666666667,1,1
0,0.333333333333333,0.714285714285714,0.777777777777778,0.695652173913043,0.909090909090909,0.666666666666667,1,0.5,0.75,0.666666666666667,1,1
0,0.333333333333333,0.142857142857143,0.222222222222222,0.608695652173913,0.636363636363636,0.888888888888889,1,1,0.527777777777778,0.555555555555556,1,1
0,0.166666666666667,0.142857142857143,0.222222222222222,0.652173913043478,0.727272727272727,1,0.666666666666667,1,0.388888888888889,0.722222222222222,1,1
1,0,0.142857142857143,0.333333333333333,0.608695652173913,0.454545454545455,0.666666666666667,1,1,0.222222222222222,0.75,1,1
0,0,0.142857142857143,0.111111111111111,0.434782608695652,0.818181818181818,1,1,1,0.333333333333333,0.638888888888889,1,1
1,0,0.285714285714286,0.222222222222222,0.565217391304348,0.545454545454545,0.777777777777778,0.666666666666667,1,0.305555555555556,0.666666666666667,1,1
0,0,0,0.333333333333333,0.434782608695652,0.818181818181818,0.888888888888889,1,1,0.361111111111111,0.611111111111111,1,1
0,0,0,0.222222222222222,0.565217391304348,1,0.888888888888889,1,1,0.388888888888889,0.694444444444444,1,1
1,0.5,0.428571428571429,0.444444444444444,0.695652173913043,0.727272727272727,1,0.666666666666667,0.5,0.611111111111111,0.722222222222222,1,1
0,0,0.142857142857143,0.555555555555556,0.478260869565217,0.363636363636364,0.888888888888889,1,1,0.444444444444444,0.5,1,1
0,0.166666666666667,0.285714285714286,0.222222222222222,0.652173913043478,0.818181818181818,0.666666666666667,0.333333333333333,1,0.305555555555556,0.75,1,1
0,0.333333333333333,0.428571428571429,0.222222222222222,0.217391304347826,0.181818181818182,0.444444444444444,0.333333333333333,0,0.305555555555556,0.222222222222222,1,1
1,0.5,0.571428571428571,0.555555555555556,0.434782608695652,0.272727272727273,0.888888888888889,0.333333333333333,0.5,0.472222222222222,0.555555555555556,1,1
0,0,0.142857142857143,0.222222222222222,0.565217391304348,0.636363636363636,1,1,1,0.416666666666667,0.611111111111111,1,1
0,0.5,0,0.111111111111111,0.478260869565217,0.363636363636364,0.666666666666667,0.666666666666667,1,0.361111111111111,0.444444444444444,1,1
0,0.166666666666667,0.142857142857143,0.444444444444444,0.478260869565217,0.727272727272727,0.888888888888889,1,1,0.444444444444444,0.638888888888889,1,1
1,0.333333333333333,0.428571428571429,0.333333333333333,0.608695652173913,0.636363636363636,0.666666666666667,0.333333333333333,0.5,0.361111111111111,0.722222222222222,1,1
0,0.166666666666667,0.142857142857143,0,0.304347826086957,0.727272727272727,1,1,1,0.388888888888889,0.5,1,1
0,0,0,0.111111111111111,0.434782608695652,0.454545454545455,1,1,1,0.305555555555556,0.527777777777778,1,1
0,0.166666666666667,0.571428571428571,0.555555555555556,0.521739130434783,0.636363636363636,0.333333333333333,0,1,0.222222222222222,0.722222222222222,1,1
0,0.333333333333333,0.285714285714286,0.444444444444444,0.565217391304348,0.545454545454545,0.666666666666667,1,1,0.472222222222222,0.583333333333333,1,1
1,0.166666666666667,0.714285714285714,0.555555555555556,0.739130434782609,0.818181818181818,0.888888888888889,0.333333333333333,1,0.472222222222222,0.916666666666667,1,1
0,0.166666666666667,0.142857142857143,0.555555555555556,0.521739130434783,0.727272727272727,0.777777777777778,0.666666666666667,1,0.444444444444444,0.611111111111111,1,1
0,0,0,0,0.565217391304348,0.909090909090909,0.888888888888889,0.666666666666667,1,0.333333333333333,0.638888888888889,1,1
0,0.166666666666667,0.142857142857143,0.333333333333333,0.478260869565217,0.636363636363636,0.777777777777778,0.666666666666667,1,0.333333333333333,0.611111111111111,1,1
0,0,0,0.111111111111111,0.652173913043478,0.818181818181818,1,1,1,0.472222222222222,0.611111111111111,1,1
1,0.833333333333333,0.714285714285714,0.777777777777778,0.608695652173913,0.636363636363636,0.666666666666667,1,0.5,0.75,0.611111111111111,1,1
0,0.166666666666667,0.142857142857143,0.444444444444444,0.652173913043478,0.272727272727273,0.777777777777778,1,1,0.444444444444444,0.555555555555556,1,1
0,0,0.142857142857143,0.333333333333333,0.478260869565217,0.727272727272727,0.888888888888889,1,1,0.527777777777778,0.472222222222222,1,1
0,0,0,0,0.652173913043478,1,1,1,1,0.416666666666667,0.694444444444444,1,1
0,0,0,0.111111111111111,0.565217391304348,0.818181818181818,1,1,1,0.361111111111111,0.666666666666667,1,1
1,0.333333333333333,0.428571428571429,0.222222222222222,0.478260869565217,0.363636363636364,0.444444444444444,0.333333333333333,1,0.0277777777777778,0.833333333333333,1,1
0,0.166666666666667,0,0.333333333333333,0.565217391304348,0.727272727272727,1,1,1,0.555555555555556,0.527777777777778,1,1
0,0,0,0.111111111111111,0.565217391304348,0.818181818181818,1,1,1,0.361111111111111,0.666666666666667,1,1
0,0.5,0.571428571428571,0.333333333333333,0.391304347826087,0.636363636363636,0.555555555555556,0.666666666666667,1,0.444444444444444,0.527777777777778,1,1
0,0.166666666666667,0.285714285714286,0.222222222222222,0.434782608695652,0.636363636363636,1,1,1,0.388888888888889,0.611111111111111,1,1
0,0.166666666666667,0,0.333333333333333,0.434782608695652,0.545454545454545,0.444444444444444,0.666666666666667,1,0.444444444444444,0.333333333333333,1,1
0,0.166666666666667,0.142857142857143,0.222222222222222,0.478260869565217,0.909090909090909,0.888888888888889,0.666666666666667,1,0.444444444444444,0.583333333333333,1,1
0,0.166666666666667,0,0,0.521739130434783,0.636363636363636,0.777777777777778,0.666666666666667,1,0.361111111111111,0.5,1,1
0,0.166666666666667,0.285714285714286,0.333333333333333,0.478260869565217,0.454545454545455,0.666666666666667,1,0.5,0.527777777777778,0.361111111111111,1,1
0,0.333333333333333,0.285714285714286,0.222222222222222,0.695652173913043,0.545454545454545,0.888888888888889,1,1,0.388888888888889,0.75,1,1
1,0.333333333333333,0.285714285714286,0.111111111111111,0.478260869565217,0.636363636363636,0.444444444444444,0.333333333333333,1,0.0833333333333333,0.805555555555556,1,1
1,0.166666666666667,0,0.444444444444444,0.608695652173913,0.909090909090909,0.888888888888889,0.666666666666667,1,0.472222222222222,0.694444444444444,1,1
0,0,0,0.111111111111111,0.478260869565217,0.727272727272727,0.888888888888889,1,1,0.333333333333333,0.583333333333333,1,1
0,0,0.142857142857143,0.333333333333333,0.695652173913043,0.909090909090909,0.888888888888889,0.666666666666667,1,0.388888888888889,0.777777777777778,1,1
1,0,0.285714285714286,0.222222222222222,0.565217391304348,0.727272727272727,0.666666666666667,0.666666666666667,1,0.416666666666667,0.611111111111111,1,1
0,0,0.142857142857143,0.333333333333333,0.521739130434783,0.454545454545455,0.555555555555556,0.666666666666667,1,0.111111111111111,0.722222222222222,1,1
1,0.333333333333333,0.428571428571429,0.333333333333333,0.608695652173913,0.818181818181818,0.777777777777778,0.666666666666667,1,0.555555555555556,0.638888888888889,1,1
0,0.166666666666667,0.285714285714286,0.444444444444444,0.739130434782609,0.818181818181818,0.666666666666667,0.666666666666667,1,0.583333333333333,0.611111111111111,1,1
1,0.333333333333333,0.571428571428571,0.444444444444444,0.478260869565217,0.363636363636364,0.666666666666667,0.333333333333333,1,0.333333333333333,0.638888888888889,1,1
0,0,0,0.111111111111111,0.565217391304348,0.909090909090909,1,1,1,0.361111111111111,0.694444444444444,1,1
0,0,0.142857142857143,0.222222222222222,0.521739130434783,0.818181818181818,1,1,1,0.416666666666667,0.638888888888889,1,1
0,0.666666666666667,0.571428571428571,0.555555555555556,0.565217391304348,0.636363636363636,0.555555555555556,0.666666666666667,0.5,0.583333333333333,0.555555555555556,1,1
0,0,0.285714285714286,0.444444444444444,0.521739130434783,1,1,1,1,0.527777777777778,0.666666666666667,1,1
0,0,0.142857142857143,0.444444444444444,0.608695652173913,0.545454545454545,0.777777777777778,0.333333333333333,1,0.25,0.722222222222222,1,1
0,0,0,0.333333333333333,0.521739130434783,0.818181818181818,1,1,1,0.361111111111111,0.694444444444444,1,1
0,0,0.142857142857143,0,0.782608695652174,0.727272727272727,1,1,1,0.555555555555556,0.583333333333333,1,1
1,0.333333333333333,0.571428571428571,0.333333333333333,0.565217391304348,0.454545454545455,0.555555555555556,0,1,0.111111111111111,0.888888888888889,1,1
0,0.333333333333333,0.428571428571429,0.333333333333333,0.521739130434783,0.636363636363636,0.555555555555556,1,1,0.555555555555556,0.472222222222222,1,1
1,0,0.285714285714286,0.222222222222222,0.478260869565217,0.727272727272727,1,1,1,0.444444444444444,0.611111111111111,1,1
0,0.166666666666667,0,0.555555555555556,0.565217391304348,0.545454545454545,0.666666666666667,1,1,0.472222222222222,0.527777777777778,1,1
0,0,0.142857142857143,0.222222222222222,0.304347826086957,0.636363636363636,0.777777777777778,0.666666666666667,1,0.305555555555556,0.472222222222222,1,1
0,0.333333333333333,0.571428571428571,0.222222222222222,0.739130434782609,0.545454545454545,0.888888888888889,0.666666666666667,1,0.444444444444444,0.75,1,1
1,0.5,0.571428571428571,0.444444444444444,0.608695652173913,0.454545454545455,0.333333333333333,1,1,0.527777777777778,0.583333333333333,1,1
0,0.166666666666667,0.142857142857143,0.111111111111111,0.652173913043478,0.909090909090909,1,1,1,0.638888888888889,0.527777777777778,1,1
1,0.166666666666667,0.428571428571429,0.555555555555556,0.565217391304348,0.727272727272727,0.555555555555556,0.666666666666667,1,0.333333333333333,0.805555555555556,1,1
0,0,0.285714285714286,0.111111111111111,0.391304347826087,0.727272727272727,1,0.666666666666667,1,0.333333333333333,0.583333333333333,1,1
0,0,0.428571428571429,0.333333333333333,0.434782608695652,0.363636363636364,0.666666666666667,0.333333333333333,1,0.138888888888889,0.666666666666667,1,1
0,0.333333333333333,0,0.444444444444444,0.608695652173913,0.636363636363636,1,1,1,0.444444444444444,0.694444444444444,1,1
0,0,0.142857142857143,0.222222222222222,0.434782608695652,0.727272727272727,0.888888888888889,1,1,0.361111111111111,0.583333333333333,1,1
0,0,0.142857142857143,0.222222222222222,0.391304347826087,0.909090909090909,0.888888888888889,1,1,0.333333333333333,0.638888888888889,1,1
0,0,0.428571428571429,0.222222222222222,0.391304347826087,0.636363636363636,0.888888888888889,0.666666666666667,1,0.277777777777778,0.638888888888889,1,1
1,0.5,0.714285714285714,0.666666666666667,0.608695652173913,0.818181818181818,1,1,1,0.805555555555556,0.666666666666667,1,1
0,0.5,0.428571428571429,0.444444444444444,0.478260869565217,0.454545454545455,0.444444444444444,0.333333333333333,1,0.361111111111111,0.583333333333333,1,1
0,0,0.285714285714286,0.333333333333333,0.782608695652174,0.818181818181818,0.888888888888889,0.666666666666667,1,0.555555555555556,0.666666666666667,1,1
0,0,0.142857142857143,0.333333333333333,0.521739130434783,0.363636363636364,0.666666666666667,1,1,0.277777777777778,0.583333333333333,1,1
0,0.333333333333333,0.142857142857143,0.666666666666667,0.521739130434783,0.363636363636364,0.333333333333333,0.666666666666667,1,0.472222222222222,0.416666666666667,1,1
0,0,0,0.111111111111111,0.608695652173913,0.727272727272727,1,1,1,0.333333333333333,0.694444444444444,1,1
1,0.333333333333333,0.428571428571429,0.444444444444444,0.565217391304348,0.545454545454545,0.444444444444444,0,1,0.0277777777777778,0.972222222222222,1,1
0,0,0,0.111111111111111,0.565217391304348,0.727272727272727,0.777777777777778,1,1,0.305555555555556,0.638888888888889,1,1
0,0,0.142857142857143,0.222222222222222,0.478260869565217,0.727272727272727,0.666666666666667,1,0.5,0.333333333333333,0.555555555555556,1,1
0,0,0.285714285714286,0.222222222222222,0.695652173913043,0.818181818181818,0.888888888888889,1,1,0.388888888888889,0.777777777777778,1,1
0,0,0.142857142857143,0.333333333333333,0.521739130434783,0.545454545454545,0.555555555555556,1,1,0.333333333333333,0.555555555555556,1,1
1,0.5,0,0.555555555555556,0.565217391304348,0.636363636363636,0.888888888888889,0.333333333333333,1,0.555555555555556,0.555555555555556,1,1
0,0,0.142857142857143,0.111111111111111,0.521739130434783,0.818181818181818,0.888888888888889,1,1,0.305555555555556,0.694444444444444,1,1
1,0.666666666666667,0.714285714285714,0.888888888888889,0.826086956521739,0.818181818181818,0.888888888888889,0.666666666666667,1,0.666666666666667,0.972222222222222,1,1
0,0.166666666666667,0,0.222222222222222,0.521739130434783,0.909090909090909,0.777777777777778,1,1,0.361111111111111,0.666666666666667,1,1
0,0.166666666666667,0.571428571428571,0.222222222222222,0.565217391304348,0.727272727272727,0.777777777777778,0.333333333333333,1,0.416666666666667,0.638888888888889,1,1
0,0,0,0.111111111111111,0.391304347826087,0.545454545454545,1,0.333333333333333,1,0.305555555555556,0.472222222222222,1,1
0,0,0.142857142857143,0.111111111111111,0.521739130434783,0.545454545454545,1,1,1,0.416666666666667,0.527777777777778,1,1
0,0.666666666666667,0.285714285714286,0.333333333333333,0.608695652173913,0.545454545454545,0.888888888888889,1,1,0.583333333333333,0.583333333333333,1,1
0,0.166666666666667,0.428571428571429,0.222222222222222,0.565217391304348,0.636363636363636,0.888888888888889,0.666666666666667,1,0.388888888888889,0.666666666666667,1,1
1,0.166666666666667,0.285714285714286,0.555555555555556,0.652173913043478,0.636363636363636,0.666666666666667,0.666666666666667,1,0.444444444444444,0.722222222222222,1,1
1,0.333333333333333,0.571428571428571,0.666666666666667,0.608695652173913,0.363636363636364,0.555555555555556,0.333333333333333,1,0.388888888888889,0.722222222222222,1,1
1,0.166666666666667,0.142857142857143,0.222222222222222,0.565217391304348,0.727272727272727,0.666666666666667,0,1,0.138888888888889,0.805555555555556,1,1
0,0,0,0.111111111111111,0.478260869565217,0.727272727272727,0.888888888888889,0.333333333333333,1,0.277777777777778,0.583333333333333,1,1
0,0,0,0.111111111111111,0.652173913043478,0.909090909090909,0.777777777777778,1,1,0.333333333333333,0.722222222222222,1,1
0,0.333333333333333,0.142857142857143,0.444444444444444,0.652173913043478,0.727272727272727,0.666666666666667,1,1,0.583333333333333,0.583333333333333,1,1
0,0.166666666666667,0.142857142857143,0.333333333333333,0.478260869565217,0.545454545454545,0.888888888888889,0.666666666666667,1,0.388888888888889,0.555555555555556,1,1
1,0,0.142857142857143,0.222222222222222,0.434782608695652,0.636363636363636,0.666666666666667,0.666666666666667,1,0.222222222222222,0.666666666666667,1,1
