c,S,P,Or,Oi,bonus,P-Or,S-Oi,group,self
-0.452071071013525,0.0930694472586412,0.845693179849738,-0.640972636721948,-0.433076175616238,0.405712020163102,1.48666581657169,0.526145622874879,1,1
0.790043005765678,-0.239655419368467,0.274633505441082,-0.251972194835663,-0.261272511687571,1.22437059011324,0.526605700276745,0.0216170923191038,1,1
0.368375888866745,0.0720271488338989,1.76736237620302,-1.33754482167716,-0.270356861966914,1.45331943543306,3.10490719788017,0.342384010800813,1,1
-0.147760665393011,0.652012485675026,1.41800892776375,-1.81155645462314,-0.0152419002064271,0.757165928678533,3.22956538238688,0.667254385881453,1,1
-0.554497509719877,0.129137591286208,1.5112172650837,-1.24779066110625,0.0365781843275258,1.06696616457836,2.75900792618995,0.0925594069586824,1,1
-0.847531960459222,0.13651798333251,-0.226026375504554,-0.459718964659348,-0.236843601963754,1.21366803176408,0.233692589154794,0.373361585296264,1,1
-0.205887022117565,-0.0619323151758763,0.582086979893139,-0.881839692889838,0.0898870564419088,0.770856907866414,1.46392667278298,-0.151819371617785,1,1
0.34001019296801,-0.32955223340269,1.35029930964447,-1.53128181047022,-0.0319664179064045,0.701811004436246,2.88158112011469,-0.297585815496285,1,1
0.0113839230746052,0.52057279880443,1.35109617827372,-1.19367696534125,-0.163144947964851,1.11375389053486,2.54477314361498,0.68371774676928,1,1
-0.170967454490916,0.754530668021252,0.772904541146021,-1.07811333724523,-0.613367430501355,-0.417026113149809,1.85101787839125,1.36789809852261,1,1
1.23302913913029,0.201540025172939,0.995829760459151,-0.514947001319636,-0.14477567057135,0.508572253912957,1.51077676177879,0.346315695744289,1,1
0.467276574487045,0.482892606735503,0.633378499133037,-1.03674510446408,0.258208311560932,0.0655121690813649,1.67012360359712,0.224684295174571,1,1
-0.106509089342447,0.498791298640791,1.77677307145644,-1.41054782226917,0.0331868409156291,0.533907242620896,3.18732089372561,0.465604457725162,1,1
0.173037227275919,0.274295413435618,1.4629057132285,-1.57330260804254,-0.235516433894498,0.59583434201434,3.03620832127104,0.509811847330115,1,1
0.63327814859047,-0.0822601466827475,1.68727930133122,-1.64588197676758,-0.376218686467799,0.960490454642792,3.3331612780988,0.293958539785051,1,1
0.511168477392018,0.149706578017683,0.474404607117801,-0.0639662288778272,-0.609992939206154,0.23602864863582,0.538370835995628,0.759699517223837,1,1
0.763005431120172,0.712067995258962,0.834118217156106,-0.694558462029638,-1.02805679327461,0.430500693095925,1.52867667918574,1.74012478853358,1,1
-0.447113191730005,-0.0585284675263152,1.35166016495034,-1.22820066374168,-0.320460295522815,0.0888286071968803,2.57986082869202,0.2619318279965,1,1
-0.547884004037403,0.30680948643892,0.695762882648858,-0.216537757017679,-0.100385726384132,0.290304903724809,0.912300639666537,0.407195212823052,1,1
-1.10540527099412,1.13771883814228,0.376670347075739,-0.859280261613111,0.0989439316872628,1.47704664844789,1.23595060868885,1.03877490645501,1,1
0.696767725756538,0.297110368262904,0.131522641899579,-0.423332390750966,0.140418026530219,0.436099998487813,0.554855032650545,0.156692341732684,1,1
0.27600253462585,-0.0981859214067364,0.815194347551532,-1.10823069538126,-0.0568390835549078,1.18176443562223,1.92342504293279,-0.0413468378518287,1,1
-0.123287614273101,-0.200550399181506,1.2122407614451,-1.5249951996161,0.195245547016123,0.597460859430766,2.7372359610612,-0.395795946197629,1,1
0.215716404798207,0.104698906773017,1.37286470323503,-1.01430497277241,-0.198954700340328,0.828733479807514,2.38716967600744,0.303653607113345,1,1
0.0585433728924343,-0.0695990756886181,0.363524653293396,0.0221552557281675,-0.176583506441976,-0.141127277117836,0.341369397565228,0.106984430753357,1,1
-0.834198690151365,0.0239051974748325,-0.107492273664397,-1.02177736829518,0.129552932518321,-0.0997913605482862,0.914285094630783,-0.105647735043488,1,1
0.654103692310381,0.00785697410585686,0.290097664021268,-0.182272740267641,-0.0545855408095623,0.189453826997421,0.472370404288909,0.0624425149154192,1,1
0.0425638591269496,0.659725837530645,1.15642083778811,-1.55076833761878,-0.115422223667253,0.515987065754286,2.70718917540689,0.775148061197898,1,1
0.0647385116165901,0.189418551013485,1.83417706686052,-1.57496251289219,0.0517623510469095,0.613943595569238,3.40913957975271,0.137656199966576,1,1
1.08180377702717,0.299185062648076,1.53680576259067,-2.14319505449029,-0.250097776751462,0.238581593385593,3.68000081708097,0.549282839399539,1,1
0.70365092442899,-0.228832587255154,-0.143890212335756,0.0777813365083559,-0.244551899109426,1.47287013917442,-0.221671548844112,0.0157193118542724,1,1
-0.524631229433805,0.311927194781068,0.765484578674893,-0.540506634409461,-0.251399620914027,0.43244702109649,1.30599121308435,0.563326815695095,1,1
0.946626329994618,0.200675845645236,1.34358930205303,-0.779037555328326,-0.300271914148675,1.02465846771525,2.12262685738135,0.500947759793911,1,1
-0.609121821986797,0.151409433336648,0.350462953273689,-0.62462433372728,-0.315884286564855,0.678744729238173,0.975087287000969,0.467293719901503,1,1
0.278100649664099,-0.0839369194631168,1.23351053337782,-1.25918727919788,0.0292064939148437,0.642275170231311,2.4926978125757,-0.11314341337796,1,1
0.179487600617263,-0.0689217250178948,1.0130081814875,-0.970661352854939,0.247138306872838,-0.144266650262759,1.98366953434244,-0.316060031890733,1,1
0.951434373721288,0.177614977403694,0.895006853372895,-0.18434725755693,0.575480589701478,1.43883023187418,1.07935411092983,-0.397865612297784,1,1
0.0133129197454076,0.144821543183231,1.29240444935114,-0.551037726521192,-0.515223047348938,0.950377925134224,1.84344217587233,0.660044590532169,1,1
0.0818027620351702,0.452125359508093,1.19566559842172,-0.435368624571377,-0.0827640754949662,0.92310869252328,1.6310342229931,0.534889435003059,1,1
0.380878482535343,0.4202886537773,1.33133117900709,-1.51038751739426,0.110655273658932,1.23924411691669,2.84171869640135,0.309633380118368,1,1
0.452208088605254,0.749893898833331,0.681033742601463,-0.73199955624694,0.150228662700108,-0.519345333536437,1.4130332988484,0.599665236133224,1,1
-0.120308140990874,0.111415784801863,0.15343660628266,-0.347694545029466,-0.349113025453509,-0.0174665966843865,0.501131151312126,0.460528810255372,1,1
0.132548302016449,0.629463075549906,0.370953030841211,-0.29345681851615,-0.146122567573867,1.06768967174133,0.664409849357362,0.775585643123772,1,1
0.171785230498851,0.274698955374884,0.360496704404495,-0.283047390304679,-0.178953522438405,0.11582641498313,0.643544094709174,0.453652477813289,1,1
-0.181489560949998,0.209214598786533,1.81159936258429,-1.44842739986757,-0.0698015923293366,0.801422862285191,3.26002676245186,0.27901619111587,1,1
0.253345041968738,-0.418067934109507,-0.397055339245133,-0.165518045043407,0.246622768553075,-0.0454061295620551,-0.231537294201726,-0.664690702662583,1,1
-0.260717378697444,0.4127233716274,0.863697440098072,-0.658205728274738,-0.0231975169543305,0.280368658252307,1.52190316837281,0.43592088858173,1,1
-0.416657707716883,0.33020030363732,-0.0209201767910844,-0.186601169815279,-0.398585220669523,1.42120014505162,0.165680993024194,0.728785524306843,1,1
-1.13305233031769,0.303298511245597,1.01512599963243,-0.507343377356809,0.284368240832008,0.309124088036975,1.52246937698924,0.0189302704135886,1,1
-0.556027936383847,0.717089465751119,1.09456503717691,-1.50243619791193,-0.0986922056337335,-0.193718073494983,2.59700123508884,0.815781671384853,1,1
-0.629245108843234,0.248831327605238,0.841540330584023,-0.938915497870973,-0.183080707784814,0.28084888494899,1.780455828455,0.431912035390051,1,1
-0.551453594276058,0.347029357515519,0.963736090215557,-0.844714962352764,-0.256172146065945,1.16973549326308,1.80845105256832,0.603201503581464,1,1
0.116669357501699,-0.203385065145826,0.177726262151029,-0.0741595516590692,-0.214776850783287,-0.181040887019425,0.251885813810098,0.011391785637461,1,1
-0.194876293915121,0.378806075523413,0.957405533534256,-1.16757670297659,0.00994247408019737,0.904535326908232,2.12498223651084,0.368863601443215,1,1
0.121690461185507,0.334769342495531,0.953151263634966,-0.8530557534316,-0.00438482195728077,0.949429359027508,1.80620701706657,0.339154164452812,1,1
0.009655280879471,-0.367853049064399,0.478686503920332,-0.300581085721927,-0.367956196177627,-0.0544721336871109,0.779267589642259,0.000103147113228175,1,1
-0.137025517680207,0.760642847310542,0.794031149035311,-0.243672242259414,-0.266355752852595,0.164141862058107,1.03770339129472,1.02699860016314,1,1
-0.386467066007939,-0.0938011169347837,1.35423630113641,-1.04030100069222,-0.553823075524901,0.816833448491722,2.39453730182863,0.460021958590117,1,1
-0.230932343076901,0.38095993623609,1.53497359528757,-1.75338123507231,-0.0403505422898104,0.998125361654922,3.28835483035987,0.421310478525901,1,1
-0.233480719549594,0.26251289868337,0.556644458160314,-0.798642905986331,-0.584487253798711,0.654833510639568,1.35528736414665,0.847000152482081,1,1
0.258996076067891,-0.371371105153024,1.76256817334638,-1.79926344975724,-0.422207239004844,0.964067983726956,3.56183162310362,0.0508361338518198,1,1
-0.025140385636265,0.410818824933935,0.552402624914435,-0.8403955994538,-0.296402696362466,0.811190492186762,1.39279822436824,0.707221521296401,1,1
0.133017690105797,-0.0398267831471604,0.0366097736386625,-0.910117099072669,0.0379204735479243,1.77173538632681,0.946726872711332,-0.0777472566950846,1,1
1.0326339063074,-0.579058586545266,1.08068573486576,-0.244126415684804,-0.0633790660819741,2.19537299462192,1.32481215055057,-0.515679520463292,1,1
-1.06973158403386,-0.112283042101744,0.465037831347386,-1.16527987380971,-0.515459929065982,0.788686041938013,1.63031770515709,0.403176886964238,1,1
0.918832205600141,0.463880278542786,1.51045531408573,-1.45830603884216,-0.0920276215952256,-0.309806489278869,2.96876135292789,0.555907900138011,1,1
0.264892508781504,-0.111146242738526,1.14199190115326,-1.18002276710736,-0.204098730396195,0.663357249100593,2.32201466826062,0.0929524876576694,1,1
0.386610137210921,-0.0517661266455251,0.62337515756352,-1.01847988984547,-0.198829944508141,0.466764298219042,1.64185504740899,0.147063817862615,1,1
-0.0818085667948136,0.301609819009807,0.821730549122904,-1.1265718351058,0.087811444972276,0.478878227639746,1.94830238422871,0.213798374037531,1,1
-0.0022451301679713,0.193974103374891,-0.0306434582544778,0.114489123974321,0.400385000709124,0.250715409914395,-0.145132582228799,-0.206410897334233,1,1
-0.125225742831439,0.202753810051191,-0.0668957833671784,-0.400900713070472,0.404582877863677,1.75352442082121,0.334004929703293,-0.201829067812486,1,1
-0.00461931811980605,-0.0977871068873802,1.26983023826139,-1.01861918563645,0.20627326559457,0.161115020100497,2.28844942389784,-0.30406037248195,1,1
-0.125959536913758,0.239603561186068,0.339941217142256,-0.528738957955938,0.310589138117141,-0.0162047761810359,0.868680175098194,-0.0709855769310722,1,1
-0.0929421794897478,-0.111027712025627,1.41182865155298,-1.41911738168693,-0.168515511703909,1.08040904468299,2.83094603323991,0.0574877996782825,1,1
0.860275599319076,-0.219626040562693,1.33832306129007,-1.56186791211531,-0.865490176825794,-0.595107022357484,2.90019097340538,0.645864136263101,1,1
0.127964981981144,0.112958252729908,1.51040207256898,-1.71214893326897,-0.0404934834873217,0.655922945141904,3.22255100583795,0.15345173621723,1,1
-0.271883694117798,-0.55111645073789,0.317376040211895,-0.0704579191900051,-0.095678256294798,2.13543624414435,0.3878339594019,-0.455438194443092,1,1
0.0604027117274748,-0.241842959370069,-0.012510022241244,-0.322260201010791,-0.119890718080074,-0.0197733479071155,0.309750178769547,-0.121952241289995,1,1
0.147887195065587,-0.488997508817698,0.716003199338371,0.688282784846511,-0.189785913163319,1.31373252857752,0.0277204144918595,-0.299211595654379,1,1
0.17693227649164,0.429557376539655,0.549799966367406,-0.464817454695618,0.0888625524952859,0.210987266453684,1.01461742106302,0.340694824044369,1,1
1.7702049081617,-0.199199203760447,0.396662009390584,-0.378374145432005,-0.0649572495617713,-1.28428129157962,0.775036154822589,-0.134241954198676,1,1
0.00163729546190068,-0.0279293250266456,-0.273959427618775,-0.262700908563068,-0.138781637938203,0.263871602545119,-0.0112585190557073,0.110852312911558,1,1
0.307121660502888,0.20905724551897,0.27002144326689,0.429269714801788,0.380219285562209,2.05997649391889,-0.159248271534898,-0.171162040043239,1,1
0.348573567309178,0.483901645293377,0.946514230972031,-1.03155317462083,-0.743205308475087,0.659831452683597,1.97806740559286,1.22710695376846,1,1
0.569682191296077,0.270320918509735,1.36232140302791,-1.40760071913157,-0.307807332320404,-0.314508643498105,2.76992212215948,0.578128250830139,1,1
0.260829881959044,0.0798379436208123,0.664475719071039,-0.546553292719576,-0.294022770127751,0.593414945994951,1.21102901179061,0.373860713748563,1,1
-0.0659566273970647,0.365668424516922,1.15572767513858,-1.18816827508639,-0.839766016380479,1.1218698980633,2.34389595022497,1.2054344408974,1,1
0.730903096771781,0.259816330576683,0.857191142011642,-1.40128568830887,0.20189245118319,0.274355993022169,2.25847683032051,0.0579238793934933,1,1
0.306817219991181,0.302635967709018,0.692162747634598,-0.916470951822278,0.147814565712435,-0.213604440002961,1.60863369945688,0.154821401996583,1,1
0.145678772399686,0.130452049025726,0.548848013209784,-0.817124053501769,-0.114030964018619,0.865992397413035,1.36597206671155,0.244483013044345,1,1
0.124322298758908,0.0980866563378373,0.618338292049453,-1.35510725873929,0.188063371956753,0.922763455127062,1.97344555078874,-0.0899767156189158,1,1
0.676761864387589,0.369391187038399,0.592167798580353,-1.34075051060129,0.140986719556748,0.73638022652783,1.93291830918165,0.22840446748165,1,1
0.555723356370415,0.246180876159682,1.05561839943832,-1.05736785228512,-0.197303634575244,0.683099149502706,2.11298625172344,0.443484510734926,1,1
-0.0959899878708396,-0.0568592702516139,1.39099083317969,-1.42783187215283,-0.622498205185017,0.511878805424155,2.81882270533252,0.565638934933403,1,1
0.044098943433913,0.590888249975998,1.71133828408608,-1.59367308755274,0.379391042504512,0.832828461058468,3.30501137163882,0.211497207471486,1,1
0.402310146289767,0.471621724886885,0.45115105591889,-0.986232307081317,-0.106228763909737,1.32737381655731,1.43738336300021,0.577850488796622,1,1
0.580998910543856,0.463461218767982,0.667866025595013,-1.00141878502091,-0.566190548286078,0.524037740679889,1.66928481061592,1.02965176705406,1,1
0.174730777449847,0.410242971202062,0.310690091985911,-0.503141689195504,-0.423855291461627,0.0719659967254516,0.813831781181416,0.834098262663689,1,1
-0.0120874257378081,0.300610777875739,0.500831265870665,-0.909228077666489,-0.284995854656823,0.158034123397782,1.41005934353715,0.585606632532562,1,1
0.12910210255886,0.469366891811869,1.25057969048341,-1.11250419030929,0.259223365262827,0.567660788088784,2.3630838807927,0.210143526549041,1,1
0.91667448599277,-0.0445320170708178,-0.220220090749729,-0.184502645285751,0.196507387993544,-0.215235848448039,-0.0357174454639783,-0.241039405064362,1,1
0.361450546432425,0.0349937131657193,0.923216218043578,-0.582034260764942,-0.640749445369414,-0.050868460282515,1.50525047880852,0.675743158535133,1,1
0.84623424002028,-0.0191337415925063,0.768719234313827,-0.30689579271485,-0.077570533345496,0.682715535469771,1.07561502702868,0.0584367917529898,1,1
0.0815988929568741,0.187933542445515,0.628875570743476,-1.06073661786575,-0.251148432671893,0.917279353804814,1.68961218860923,0.439081975117408,1,1
0.286516523710513,0.677087049911309,1.10293927892382,-1.18485809802254,-0.121837941583479,1.00853603482962,2.28779737694637,0.798924991494787,1,1
