c,S,P,Or,Oi,bonus,S-Or,P-Oi,group,self
-0.256102119764377,0.954630795940081,0.0263100992767313,-0.816750303335928,0.160694900088881,0.0679295439215605,1.77138109927601,-0.13438480081215,1,1
0.364188674284426,0.84977043197804,-0.106165112046968,-0.680044521509301,0.221388772519911,0.738107751545191,1.52981495348734,-0.32755388456688,1,1
0.142682277958352,1.79773702103787,0.23404036093848,-1.6766702397022,0.452489481325684,1.48420289810745,3.47440726074007,-0.218449120387203,1,1
0.44027469079147,1.16668185635529,0.144911385679639,-1.63006681072014,-0.397871457047097,0.838583679101866,2.79674866707543,0.542782842726736,1,1
-0.167935347869897,1.34891751872892,-0.168156183924616,-1.49558903428627,0.263066284206619,0.734093786477569,2.84450655301519,-0.431222468131235,1,1
-0.599475812030747,0.346168867686416,0.134537461145008,-0.223147187955227,-0.578789824218887,0.830655569451697,0.569316055641643,0.713327285363894,1,1
0.368426799492552,0.75601775936682,-0.429900947872982,-0.878327906947615,-0.176237216323292,0.400725992138653,1.63434566631443,-0.25366373154969,1,1
0.0125001422880365,1.58389486548682,0.00450072867170052,-1.34037210461606,-0.165596905045097,0.982492884654976,2.92426697010288,0.170097633716797,1,1
-0.368973447186136,1.60296113091422,-0.614054704020668,-1.24418438715787,-0.180169130913504,0.697670495956597,2.8471455180721,-0.433885573107164,1,1
0.547487103235198,1.13456244297476,0.889886521788007,-1.25526528584109,-1.24692461539599,0.503397880920843,2.38982772881585,2.136811137184,1,1
-0.0472326139452458,1.42390243685866,0.390457778590612,-0.576266068470816,-0.315405352423216,-0.414376994790438,2.00016850532947,0.705863131013829,1,1
-0.257341538041059,1.06332641909625,-0.0385767620030088,-0.783663539030501,-0.13401114145772,0.267804186836568,1.84698995812676,0.0954343794547109,1,1
-0.064267056782235,1.33034279215884,-0.059389742354662,-1.90556532039955,-0.328590462731334,0.778970434501966,3.23590811255839,0.269200720376672,1,1
0.281329366881663,1.07101659351514,-0.580151601806678,-1.36830336050479,-0.0865945741392463,1.1380080869653,2.43931995401994,-0.493557027667432,1,1
-0.118567709122236,1.81738721164682,-0.032236211513993,-1.59202722530798,-0.076470308891946,0.755329143395873,3.4094144369548,0.044234097377953,1,1
0.383091953159017,0.153972876793058,0.232261605755264,-0.669016026965311,-0.33241921307751,-0.160689816734505,0.82298890375837,0.564680818832773,1,1
0.283653463631714,1.22616278727346,-0.179279597471799,-0.99447729980217,-0.47041125945601,-0.0185433752751581,2.22064008707563,0.291131661984211,1,1
0.109154355261099,1.70930785351168,-0.673628611099565,-1.04166178089921,0.0728844423934479,0.427841853603238,2.75096963441089,-0.746513053493013,1,1
2.06417202591756,-0.573177218172637,-0.0979089937322157,0.0904098103067677,0.486637709142792,0.640680408424681,-0.663587028479405,-0.584546702875008,1,1
-1.66859493248881,0.582667239203628,0.102334680217094,-0.539107880894146,-0.257795758908076,1.50231825649489,1.12177512009777,0.36013043912517,1,1
1.27929877683667,0.331937475365441,-0.206071292437676,-0.594117718741417,0.396862841999571,-0.251038281068096,0.926055194106858,-0.602934134437246,1,1
-0.00116302830900319,0.74907522686308,-0.282710742075002,-1.27601804020372,-0.435781125785557,0.985146185311584,2.0250932670668,0.153070383710555,1,1
-0.0124770138605542,0.78965526780685,-0.315314929680552,-0.720019969509127,0.287744718653797,0.787241168903681,1.50967523731598,-0.603059648334349,1,1
0.124870954470223,1.76653483199752,-0.213767300253046,-1.31648886388483,-0.376569858473711,1.16148695838372,3.08302369588235,0.162802558220665,1,1
-0.0118687358061053,0.772034974675858,0.159108838311145,0.252034550538365,0.112786628446006,0.0592526991859237,0.520000424137493,0.0463222098651394,1,1
-0.617531422175881,-0.00361805187290493,0.0837559414166909,-0.462955862448297,-0.210248451756805,-0.321456629203043,0.459337810575392,0.294004393173496,1,1
0.165626197675099,1.21471510603627,-0.423112310864273,-1.07634177934829,-1.02898656302551,0.373872128250817,2.29105688538456,0.605874252161237,1,1
-0.187665002622788,1.24434778762282,0.152687921362185,-0.628699506592403,-0.277760532052949,0.519280169987908,1.87304729421522,0.430448453415134,1,1
0.211579886891427,2.11137282986828,-0.254175274190073,-1.44708000527644,0.523696747504994,0.864697555048523,3.55845283514472,-0.777872021695067,1,1
0.423221206383233,1.82657740863498,0.270693117537227,-2.00167971057329,-0.28961799118815,0.331057714500562,3.82825711920827,0.560311108725377,1,1
1.01542684405771,0.406225291796922,-0.0700318121456458,-0.336803864221913,0.100216925160185,1.86975557117382,0.743029156018835,-0.170248737305831,1,1
-0.538635922048129,0.614040501852187,0.219361980433537,-1.01877418733363,-0.276959549370507,0.688245158886553,1.63281468918582,0.496321529804044,1,1
0.582353296964433,0.981517374416099,0.150165297764026,-0.843051329818867,-0.339802581050529,1.06145484627829,1.82456870423497,0.489967878814555,1,1
0.555365461814159,0.674921954699053,-0.118666552086271,-0.228011444977438,0.676519445632187,0.424780213273532,0.902933399676492,-0.795185997718458,1,1
-0.0336926590853542,0.987189066781724,-0.227731766738101,-1.02933643560773,0.0860016612199872,0.439291641061879,2.01652550238945,-0.313733427958089,1,1
0.543694344321711,0.595227768140165,0.190057450256474,-0.817808982685803,-0.204853579732622,0.199903413320631,1.41303675082597,0.394911029989095,1,1
0.433666978499529,0.421443249143654,0.00973325269924179,-0.15303872991799,-0.104697235415211,1.77182707230205,0.574481979061645,0.114430488114453,1,1
-0.049639957816159,0.805513141487702,0.56797149849703,-1.12150778042753,0.392611413019829,1.1355546380439,1.92702092191523,0.1753600854772,1,1
0.45358123779269,1.08838325824581,0.0259408453209903,-0.659964454227616,-0.356053296171777,0.8232982193876,1.74834771247343,0.381994141492768,1,1
0.0485546103793401,1.51484618625785,-0.398167646988226,-2.05597180568324,0.135175872743358,1.29868695476533,3.57081799194109,-0.533343519731584,1,1
0.936883042481324,0.583218318218929,0.103361437582236,-0.385249062687039,0.425606483791217,0.0709454838929892,0.968467380905968,-0.322245046208981,1,1
0.13259314593422,0.485464357153983,0.0160556358749502,-0.852175479339635,0.0853833351388172,0.359067012867393,1.33763983649362,-0.069327699263867,1,1
0.130294650489942,0.0801937665852607,0.378168226419391,-0.341986246595667,-0.191535244246128,0.746054131781635,0.422180013180928,0.569703470665519,1,1
0.122261269561655,0.754899204466373,-0.102633869589186,-0.340931548111467,-0.134734718242699,0.429678892764969,1.09583075257784,0.0321008486535127,1,1
0.317697399971654,1.62592455349635,-0.146707508673474,-1.35507436206622,0.043151463882619,0.90217981546136,2.98099891556256,-0.189858972556093,1,1
0.297099920701964,-0.212847786171332,0.0167864234578603,0.0141427522926699,-0.307618503117908,-0.22415064643402,-0.226990538464002,0.324404926575769,1,1
0.362488236077992,1.31305866908699,-0.0330916216388833,-0.968461009745131,-0.465892489978494,0.355638467617539,2.28151967883212,0.43280086833961,1,1
0.16381617223234,0.140382881896812,0.0249922694884094,0.166665475716215,-0.200319121912924,1.37703383519829,-0.0262825938194036,0.225311391401333,1,1
-0.0198656482378489,0.790910483764345,0.0294019772283563,-1.09232901286174,-0.014206470738127,0.714490937733996,1.88323949662608,0.0436084479664833,1,1
-0.520582155151398,0.825105446479119,-0.360625052045107,-1.25188897231431,0.121243541756895,-0.0237047473711657,2.07699441879343,-0.481868593802002,1,1
-0.707993217855684,1.02804582590396,0.0244460851783205,-0.814853914369539,0.0206353216339744,-0.0350010236822571,1.8428997402735,0.00381076354434613,1,1
0.2405150714778,0.807968698982866,-0.313604630154697,-1.20655620894169,-0.0725151278785955,0.691048671126853,2.01452490792456,-0.241089502276101,1,1
0.398848067279778,0.000152485687874207,-0.00807271039293185,-0.177096127055493,-0.147647518893396,0.0808070754703628,0.177248612743367,0.139574808500464,1,1
0.288081822278224,1.53036881895441,0.298875337497244,-1.00991658458133,0.232215754025432,0.974051000282008,2.54028540353573,0.0666595834718121,1,1
0.0378054296403512,1.28906479493859,0.224663350175226,-0.894192733009181,-0.227779196632361,0.891939125189702,2.18325752794777,0.452442546807586,1,1
