schedule,cons_test,p1_test,p2_test,p3_test,p4_test,bonus_test,pre3,post3
pre4post4,0.284701278247966,0.729890194635296,0.149379975749923,0.511889285025825,0.665940449203249,0.663448899483357,0,0
pre4post4,0.878153490720135,0.985186041554976,0.615762941187842,0.44976948807974,0.823564303691025,-0.131050483675684,0,0
pre4post4,0.268953093324847,0.375236180016832,0.421075217502496,0.475514019727999,0.294517288719212,0.153214324965578,0,0
pre4post4,-0.13317639835012,0.000302300015916791,-0.424305354460159,-0.160034534842389,0.209741820319977,0.209572206796493,0,0
pre4post4,0.142328910933683,1.31203506939197,0.398305142108497,-0.025638340768915,0.264135222947638,0.287504486441935,0,0
pre4post4,0.779032285821112,0.291462505087457,-0.382066031965384,0.511464083524007,-0.0975629352028235,0.712028863775411,0,0
pre4post4,0.136221833952886,0.644216508226853,0.476795142725161,0.392061349760055,0.213719546033892,0.928984866609923,0,0
pre4post4,0.255054592870825,0.000903136520824331,0.448654193489976,-0.0850762337782081,0.42627342698417,0.172729653736061,0,0
pre4post4,-0.186068415681221,-0.00231814264324525,-0.0011052923234717,0.0126010695820696,-0.116462678320597,1.76539051618958,0,0
pre4post4,0.3249427421864,1.21797595327316,0.285686892479265,0.641146189237486,0.694684081452779,0.241573938820623,0,0
pre4post4,0.130216504488433,0.45752519650506,-0.121222208263237,-0.351795854761881,0.288950087367969,0.427876001309241,0,0
pre4post4,0.287549712226536,0.979785994715419,0.199538366198856,0.162768914896747,0.555722705752144,0.423547382639563,0,0
pre4post4,0.154149166792008,0.587215550155583,0.234235546690354,0.27403039792293,0.120989841007417,0.875067238929238,0,0
pre4post4,0.492589175287268,0.932339603859027,0.787486552790686,0.796436583374732,0.681570084234747,0.106890435684687,0,0
pre4post4,-0.324915957631776,0.14600952445991,0.049306829762495,0.0925945558310225,-0.113663946832011,1.11239480645758,0,0
pre4post4,-0.266144283407819,-0.461839970772649,0.329492839740229,0.278297590220226,-0.01271001037521,0.0986718532291437,0,0
pre4post4,-0.819509303449446,0.0755832678775204,-0.240236227995664,-0.136502475375358,0.106527008040461,-0.358274525295828,0,0
pre4post4,0.588531839302985,0.563953764957032,0.671555506057405,0.45574894562613,0.538144143967092,0.441802608994792,0,0
pre4post4,0.397289184626078,0.00686169921176997,0.266938784916176,0.104123646586728,0.299259963096773,0.459445725629163,0,0
pre4post4,1.03962677774577,0.435817601584587,0.11959143057166,0.263931982732909,0.43467151551263,-0.156360321149898,0,0
pre4post4,0.687211514491317,0.748134214646508,0.593511955480934,0.719160438136003,0.89529996902454,0.229617981286136,0,0
pre4post4,1.24203060685691,0.80633099193589,0.782768098434155,0.507314697977611,0.452442923245473,-0.180853944417897,0,0
pre4post4,0.896648698627349,-0.281326413925417,0.340432810381029,-0.165117011395235,-0.268902503800092,0.585755783683424,0,0
pre4post4,-0.186068415681221,-0.00231814264324525,-0.0011052923234717,0.0126010695820696,-0.116462678320597,1.76539051618958,0,0
pre4post4,0.867412534335994,0.702023749246503,0.775976718098537,0.395737956641546,0.895101379903214,-0.132771945240313,0,0
pre4post4,0.413801229374681,0.0880896989598259,0.722904089607997,0.161888140374422,0.237224157877286,0.0543473874526363,0,0
pre4post4,0.137521289575844,1.32240472366968,0.495307760091864,0.311959719700504,0.291140208862259,0.303109485831355,0,0
pre4post4,0.041311474362885,-0.0553174645038155,-0.0499418316725012,0.173435362039595,0.0646096289914283,1.65742316015518,0,0
pre4post4,-0.435438813661674,-0.0199261612000225,-0.0175387750132672,-0.592526564883594,-0.422027470819937,-0.261648130986669,0,0
pre4post4,0.773316183092426,0.423990737955087,0.434819427482916,0.548482014851463,0.702615027406496,0.556206591180446,0,0
pre4post4,0.285007758554817,-0.41426628615543,0.162304351795182,0.663125972146291,0.146145668967654,0.340547795798125,0,0
pre4post4,-1.3140026037338,-0.0529629503850018,-0.115187656441706,0.107139643927492,-0.383221296671111,-0.0964105507087166,0,0
pre4post4,0.342895591982985,0.302962907250315,-0.10421462817294,0.151454089104583,0.434777867067168,1.24421829555655,0,0
pre4post4,0.123900129099714,0.620176947256586,0.415741545090503,0.721297666107572,0.570833128346272,0.31247665665889,0,0
pre4post4,-0.568263050487268,1.00585114811298,0.539704766858196,0.50733794099467,0.368857045047306,0.510619020704948,0,0
pre4post4,-0.0190942371517969,0.395003451424479,0.224367531092207,0.299929372705244,0.438523369741817,0.364664104368612,0,0
pre4post4,0.545231946400746,0.121926672441829,-0.484755224270612,-0.404309394524783,0.158630939015054,0.340367337688291,0,0
pre4post4,1.03005874231211,0.729825366714815,0.7971061071883,0.233028350270355,0.91466048699132,0.000785001855637929,0,0
pre4post4,-0.0309214175601369,0.885076483215843,0.277875273422918,0.504058622001036,0.449927508825365,0.633259779367569,0,0
pre4post4,-0.702890487950257,0.467390621222687,0.340033626470847,-0.315234654373622,0.0529294103393104,1.00356921428577,0,0
pre4post4,-0.126969798652465,0.0637215935121132,0.000326851283006347,0.217559794554994,0.157142955507216,-0.181017500441107,0,0
pre4post4,0.258792468992523,-0.0664166148527423,0.228705240886179,0.228905449678985,-0.0973887815123469,0.298280030582755,0,0
pre4post4,-0.742993542412208,0.809279296527793,-0.124021151090508,0.143180836584449,-0.0281060571820782,-0.281348361005708,0,0
pre4post4,1.26571527414933,0.790906372031513,0.857977785460744,0.195974661490621,0.762991872424772,-0.155408719452784,0,0
pre4post4,0.136403945165662,0.102681531437243,0.925162509364809,-0.000995295199031498,0.434391259306475,-0.133333589704232,0,0
pre4post4,-0.75033616286528,0.554601057951338,-0.146480131708335,0.0899862397458229,-0.210584621026024,0.596961428268147,0,0
pre4post4,-0.27171051059532,0.184464569912237,0.119088093670521,0.224097624788887,0.273722232680286,0.321231128978923,0,0
pre4post4,0.265450414067877,0.684004067513917,0.335203235915566,0.359869285807475,0.771828748186315,0.449695583610827,0,0
pre4post4,0.101552955694731,0.517360948207351,0.784327070645037,0.0959851794072541,0.489119409829696,0.315983744467302,0,0
pre4post4,0.650527764538714,0.407743747384558,0.74485967323844,0.326240346978383,0.693678840494644,-0.252109546252878,0,0
pre4post4,0.848315215295685,-0.539591309893514,0.216872057167522,0.341130276911573,0.0479901245425142,0.161782734484992,0,0
pre4post4,-0.181648400582446,0.725840426984089,0.405824765347709,0.278400851657973,0.412881243549154,0.053570873030441,0,0
pre4post4,0.838927145602359,-0.263782805040041,0.407244529695664,-0.0804533035437697,0.115815519705467,-0.270887280996794,0,0
pre4post4,0.138680353576647,0.292513537465965,0.694707137797586,-0.324092434743559,0.37892673799741,0.0625364112231334,0,0
pre4post4,0.330878402732477,0.931440014923168,0.563231025726053,0.939615735972784,0.815670565249484,0.24184898440037,0,0
pre4post4,0.0948691345876732,0.740229257978135,0.431083824584539,0.381351271325116,1.06957222895719,0.396232801082046,0,0
pre4post4,-0.270912782234859,0.0769979943530759,-0.00869505875258832,-0.133357441359126,-0.131853505285819,0.462462684490237,0,0
pre4post4,-0.0441750166879792,0.401441701088417,0.264363360863292,-0.294922898441811,0.712558572993069,0.409936138787585,0,0
pre4post4,0.628126673832643,0.533447623708113,0.342732991148653,0.482726915683955,0.856218423331726,0.213974157598899,0,0
pre4post4,0.57108584328347,0.827412043007686,0.273257589437724,0.603049114309844,1.05282106699569,-0.127359457940592,0,0
pre4post4,0.407977101622766,-0.265978155701611,0.48981171409077,0.311554220773105,0.287248521846093,0.4730064310118,0,0
pre4post4,-0.40767984239192,0.0653238405118244,0.115746144249952,0.222923998495402,-0.114753784722112,1.63741913599904,0,0
pre4post4,0.286955878377705,0.508013847802552,0.909180443243024,0.0463097821073787,0.516995856226385,-0.0124058454269494,0,0
pre4post4,2.03446166150343,0.287166507574017,-0.0732115023281206,0.223789875573559,0.223102848492861,0.304961623403274,0,0
pre4post4,-0.186068415681221,-0.00231814264324525,-0.0011052923234717,0.0126010695820696,-0.116462678320597,1.76539051618958,0,0
pre4post4,0.580430629240799,0.458786736409982,-0.270163557416021,0.200515552116725,0.297775323210674,0.588582768267359,0,0
pre4post4,-0.497980470220712,0.432164591451358,0.459003785462091,0.284429808275374,0.691870989917812,0.324113143396662,0,0
pre4post4,-0.281970003710288,-0.196319698081509,0.417069142540561,-0.114147003916,0.0855987394261854,0.507481881324708,0,0
pre4post4,0.423481432191249,0.024818356135995,0.303095746227986,0.317520760726746,0.777303059265736,0.30846315531263,0,0
pre4post4,0.326885746351084,0.765763977370197,0.731755784726607,0.585164609715938,1.10176395106121,0.0320775233271409,0,0
pre4post4,-0.320733478164199,0.299029553083138,0.287836393923603,-0.0724350994522522,0.853520334057923,0.0174017670018954,0,0
pre4post4,-0.269979726470711,-0.0516157169967968,-0.221081011160611,-0.0626232109055841,-0.0542379211321675,0.470906321939221,0,0
pre4post4,0.282177969530316,0.170154375720271,0.192228895492243,-0.173888101276796,0.875527272900553,-0.197372896598604,0,0
pre4post4,-0.407748818381453,-0.199666073509744,0.0258108785325916,0.115291324061988,-0.136182960748385,1.63500066854359,0,0
pre4post4,-0.110641205682369,0.36946123818583,0.538087613093159,0.420012763546133,1.18765257128066,-0.545601899750945,0,0
pre4post4,0.171950894707397,0.274473113606326,-0.0592899623376579,-0.0893432012590002,0.0664020864757731,1.0334615501112,0,0
pre4post4,0.019395816210803,0.127019302990561,0.0251754814125667,-0.266521143396291,0.140622695411705,1.39515004307685,0,0
pre4post4,1.03260812493753,0.862107047184061,0.28433792120108,0.281202596188582,1.05992555704872,-0.000588614888515907,0,0
pre4post4,1.23894007406546,0.622173837515468,0.976804407338053,0.625995023809782,0.541061799481403,0.080286631978544,0,0
pre4post4,0.111610977475582,1.07777514364179,0.583856900326734,0.788684771549419,0.684704899097727,0.363128055883576,0,0
pre4post4,0.312580172161371,1.14042705360852,0.10677580669076,0.355804956095444,0.657494686685862,0.457528939402409,0,0
pre4post4,-0.275758744780588,0.489960709829692,-0.29300035907491,0.135310785906468,-0.510461107325566,0.0319046275907471,0,0
pre4post4,-0.0422586676860215,0.069358820870184,0.691367647766566,0.582815019007861,0.40296998899748,0.391350990199113,0,0
pre4post4,0.887619173888069,0.777547327305105,0.152351957453416,0.739679120190086,0.883193692939891,0.338081178193822,0,0
pre4post4,0.462494570831836,0.297184129349279,0.656049863207402,0.708127150251288,0.808075678037715,0.32663702214761,0,0
pre4post4,0.288071302882385,0.141477556609061,-0.523274287487165,0.124231879582275,0.539776573952834,-0.24699565084693,0,0
pre4post4,0.751392492206855,0.271701890764106,0.257354422734277,0.528785713358885,0.547207507164428,0.521342775976841,0,0
pre4post4,0.502169553736546,0.717423180980033,0.651837549691906,0.990204885858412,0.741225800466876,0.340424718545406,0,0
pre4post4,0.303766866909291,0.916671131326349,0.549822694824013,0.0460495313041637,0.158514485149608,0.619650589655183,0,0
pre4post4,-0.863911057167352,0.0069747027742579,0.454111856339374,-0.15269645763042,0.354918341739308,0.135831477670452,0,0
pre4post4,-0.0293338232691515,1.25170514872483,0.250413420156501,0.323385926331157,0.552099069217122,0.432930146499517,0,0
pre4post4,0.469114929069614,0.775557542804829,0.0320020481767758,0.458611662717493,0.835136301618287,0.340585459524539,0,0
pre4post4,0.523683022219353,0.697756411165995,0.329309874729313,0.704990741691381,0.884024555027272,0.0993592432043237,0,0
pre4post4,0.531564629780247,0.60652050489781,0.453490778854526,1.05501668436651,0.559006213119571,0.0574117839784174,0,0
pre4post4,0.280948010704812,0.829240242837985,0.5621733241964,0.478460072063587,0.888363967771858,0.255020632564737,0,0
pre4post4,0.168201415553745,0.0129414410191859,0.154215615959847,0.394743431253331,-0.195177523685707,1.02364343011181,0,0
pre4post4,-0.0713056735890925,0.505741790761837,0.812906990869641,0.550198125344238,0.426301439152236,0.419890011714093,0,0
pre4post4,-0.169192258193833,0.218897425861448,-0.0303621124672161,-0.123499285366749,0.539878623517722,0.870183211590765,0,0
pre4post4,0.935596908988375,-0.026939956545615,-0.127259575833621,0.058161171307463,0.404638247665401,-0.714039572297257,0,0
pre4post4,0.479080038550712,1.10006424624884,0.563895758368675,0.604980173929446,0.514620396567231,0.0997302624161043,0,0
pre4post4,0.567454979865737,0.201770527361668,0.374963770180133,0.00904777219431233,0.186591115588327,1.40118252323851,0,0
pre4post4,0.133892611803602,0.355617139460646,0.510723181880904,0.402828012002331,1.18459382026409,0.167974579175278,0,0
pre4post4,0.808934050591629,0.278750749406241,-0.0634311807448489,0.150703151783908,0.139484349128934,-0.0549163073954621,0,0
pre4post4,0.26263614539854,0.125735833524432,-0.138849589673247,-0.475903776915565,0.587862754871451,0.379732365861438,0,0
pre4post4,-0.668766475101497,-0.20834168416054,0.212427925080763,0.347647795154334,-0.288170431640427,-0.26526275305103,0,0
pre4post4,-0.0348055438544904,0.414877114678314,-0.608077609143265,-0.311566739624586,-0.451838203823301,0.68844554008048,0,0
pre4post4,0.615987454760667,0.774304972435818,0.607191984573568,0.414952103405012,0.696284299265571,0.231841934172821,0,0
pre4post4,0.330878402732477,0.931440014923168,0.563231025726053,0.939615735972784,0.815670565249484,0.24184898440037,0,0
pre4post4,0.416509385848721,0.395374240767144,0.665562439990261,0.433534260645548,0.211613240166424,0.491149210948277,0,0
pre4post4,-0.131286764286051,0.0739469267758524,-0.070296410417988,0.0204491366156973,0.413834748253645,0.0434027978536104,0,0
pre4post4,0.68782625903748,0.0539926156021199,0.451446868103729,0.0632951556896674,-0.293315846606379,-0.00500425905005075,0,0
pre4post4,-0.218143640020403,0.795883021954223,0.410982078134708,0.524897556436161,0.497792896610626,0.755693071898547,0,0
pre4post4,0.290312621273868,0.323851467794653,0.455747121033563,-0.000133793107281082,-0.0369511842784454,0.746769705943241,0,0
pre4post4,0.39160264536449,0.388605884238624,0.564985060090122,0.022712129545023,0.97755293312274,0.377628577254171,0,0
pre4post4,0.428724789228375,0.252326494398052,-0.0385229257605772,0.153173611402366,-0.20656153284466,1.43347245303583,0,0
pre4post4,-0.266749796447633,0.295846836714682,0.0407675390363623,0.116047688495473,0.33495039159716,-0.272096391087038,0,0
pre4post4,-0.018781327760606,0.446326473180969,0.278957970098656,-0.0879022279583396,0.410827833472762,0.155357503627555,0,0
pre4post4,0.251868414434446,0.267536908320119,0.0407399764099053,0.22838495159129,-0.0733362060330468,1.54541591559028,0,0
pre4post4,-1.25211091863992,-0.2319089083099,0.0041856335773967,0.191068061844121,0.661816282051288,-0.056865571430842,0,0
pre4post4,1.25354233687931,0.924561863124987,0.57815003799428,0.33373080390602,0.783323489745191,-0.151098392485054,0,0
pre4post4,-0.438265816802281,0.838067275610834,-0.0365787534486284,0.00397490465781784,0.408480324879036,0.232232895287988,0,0
pre4post4,0.544509170729205,0.440445811810659,0.607353051593381,0.737165180638185,0.801455781424957,-0.1593404564759,0,0
pre4post4,-0.732943048330309,0.0699039016955735,0.125475745427899,0.434036976927805,0.35715116507597,0.463858091894735,0,0
pre4post4,0.10322631063393,0.539794852246602,0.654974123729907,0.0599814990750814,0.499287064118411,0.306258592935225,0,0
